JCD,JG1,RCJ,RH,RH,JH1,JM1,JF,RTT,RCJ,JM1,JO2,RH,RH,JG2,JM3,RCJ,JM4,JG1,RH,RH,RCJ,JM4,JG1,RH,RH,JM1,JS,RCJ,RCJ,JM2,JO2,JF,RH,RH,JO1,RCJ,RPJ,RPJ,RCJ,RH,RH,JM1,JM2,RCJ,RH,RH,JG1,JM4,RCJ,RCJ,JS,JM3,RTT,RH,RH,JM2,JCD,JG2,RCJ,JH2,RH,RH,RCJ,RPJ,JM4,RH,RH,JO1,JH1,RTT,RCJ,RCJ,RPJ,JM3,RH,RH,JH1,JM4,RCJ,JG2,JM4,RH,RH,JF,JH2,JCD,RH,RH,JM2,JO1,RCJ,RCJ,RCJ,JS,JO1,RH,RH,RPJ,RPJ,RCJ,RPJ,RPJ,RH,RH,JM3,JO1,RCJ,RH,RH,JG2,JH2,RCJ,RCJ,JO1,JG1,RTT,RH,RH,RCJ,JH1,RPJ,RCJ,JM1,RH,RH,JG1,JH2,RCJ,RH,RH,JO2,JM2,RCJ,RCJ,RCJ,RPJ,JS,RH,RH,RPJ,RCJ,RPJ,JCD,JG2,RH,RH,RTT,JO1,JG1,RH,RH,JM3,JO2,RCJ,RCJ,RCJ,JM2,JH1,RH,RH,JO1,RCJ,JH1,RPJ,RCJ,RH,RH,RCJ,JS,JO2,RH,RH,JH2,JG1,JF,RCJ,RCJ,RPJ,RPJ,RH,RH,JM4,JG1,RCJ,RPJ,RPJ,RH,RH,JH2,RPJ,RCJ,RH,RH,JS,JM3,RTT,JF,JM1,JO1,RCJ,RH,RH,JS,JO2,RCJ,JH2,JCD,RH,RH,RCJ,JM1,RPJ,RH,RH,JM4,JG2,JF,RCJ,RCJ,JH1,JM2,RH,RH,JO2,RCJ,JM3,JH2,JF,RH,RH
JH1,RPJ,RCJ,JG2,JM4,RH,RH,JF,JH2,JCD,RH,RH,JM2,JO1,RCJ,RCJ,RCJ,JS,JO1,RH,RH,RPJ,RPJ,RCJ,RPJ,RPJ,RH,RH,JM3,JO1,RCJ,RH,RH,JG2,JH2,RCJ,RCJ,JO1,JG1,RTT,RH,RH,RCJ,JH1,RPJ,RCJ,JM1,RH,RH,JG1,RPJ,RCJ,RH,RH,JO2,JM2,RCJ,RCJ,RCJ,RPJ,JS,RH,RH,JM2,RCJ,RPJ,JCD,JG2,RH,RH,RTT,JM2,JG1,RH,RH,JM3,JO2,RCJ,RCJ,RCJ,JM2,JH1,RH,RH,JO1,RCJ,JH1,JG2,RCJ,RH,RH,RCJ,JS,JO2,RH,RH,JH2,JG1,JF,RCJ,RCJ,RPJ,RPJ,RH,RH,JM4,JG1,RCJ,RPJ,RPJ,RH,RH,JH2,RPJ,RCJ,RH,RH,JS,JM3,RTT,JF,JM1,JO1,RCJ,RH,RH,JS,JO2,RCJ,JH2,JCD,RH,RH,RCJ,JM1,RPJ,RH,RH,JM4,JG2,JF,RCJ,RCJ,JH1,JM2,RH,RH,JO2,RCJ,JM3,JG1,JF,RH,RH,JCD,JG2,RCJ,RH,RH,JH1,JM1,JF,RTT,RCJ,JM1,JO2,RH,RH,JG2,JM3,RCJ,JM4,JG1,RH,RH,RCJ,JM4,JH2,RH,RH,JM1,JS,RCJ,RCJ,JM2,JO2,JF,RH,RH,RPJ,RCJ,RCJ,RPJ,RPJ,RH,RH,JO1,JM2,RCJ,RH,RH,JG1,JM4,RCJ,RCJ,JS,JM3,RTT,RH,RH,JM2,JCD,JG2,RCJ,JH2,RH,RH,RCJ,JH2,JM4,RH,RH,JO1,JH1,RTT,RCJ,RCJ,RPJ,JM3,RH,RH
JF,JH2,JCD,RH,RH,JM2,JO1,RCJ,RCJ,RCJ,JS,JO1,RH,RH,RPJ,RPJ,RCJ,RPJ,RPJ,RH,RH,JM3,JO1,RCJ,RH,RH,JG2,JH2,RCJ,RCJ,JO1,JG1,RTT,RH,RH,RCJ,JH1,RPJ,RCJ,JM1,RH,RH,JG1,JM4,RCJ,RH,RH,JO2,JM2,RCJ,RCJ,RCJ,RPJ,JS,RH,RH,RPJ,RCJ,RPJ,JCD,JG2,RH,RH,RTT,JM2,JG1,RH,RH,JM3,JO2,RCJ,RCJ,RCJ,JM2,JH1,RH,RH,JO1,RCJ,JH1,RPJ,RCJ,RH,RH,RCJ,JS,JO2,RH,RH,JH2,JG1,JF,RCJ,RCJ,RPJ,RPJ,RH,RH,JM4,JG1,RCJ,RPJ,RPJ,RH,RH,JH2,RPJ,RCJ,RH,RH,JS,JM3,RTT,JF,JM1,JO1,RCJ,RH,RH,JS,JO2,RCJ,JH2,JCD,RH,RH,RCJ,JM1,RPJ,RH,RH,JM4,JG2,JF,RCJ,RCJ,JH1,JM2,RH,RH,JO2,RCJ,JM3,JG1,JF,RH,RH,JCD,JG2,RCJ,RH,RH,JH1,JM1,JF,RTT,RCJ,JM1,JO2,RH,RH,JG2,JM3,RCJ,JM4,JG1,RH,RH,RCJ,JM4,JH2,RH,RH,JM1,JS,RCJ,RCJ,JM2,JO2,JF,RH,RH,JO1,RCJ,RCJ,RPJ,RPJ,RH,RH,JO1,JM2,RCJ,RH,RH,JG1,JM4,RCJ,RCJ,JS,JM3,RTT,RH,RH,JM2,JCD,JG2,RCJ,JH2,RH,RH,RCJ,JH2,JM4,RH,RH,JO1,JH1,RTT,RCJ,RCJ,RPJ,JM3,RH,RH,JH1,RPJ,RCJ,JG2,JM4,RH,RH
RCJ,RCJ,RCJ,JS,JO1,RH,RH,RPJ,RPJ,RCJ,RPJ,RPJ,RH,RH,JM3,JO1,RCJ,RH,RH,JG2,JH2,RCJ,RCJ,JO1,JG1,RTT,RH,RH,RCJ,JH1,RPJ,RCJ,JM1,RH,RH,JG1,JM4,RCJ,RH,RH,JO2,JM2,RCJ,RCJ,RCJ,RPJ,JS,RH,RH,RPJ,RCJ,RPJ,JCD,JG2,RH,RH,RTT,JM2,JG1,RH,RH,JM3,JO2,RCJ,RCJ,RCJ,JM2,JH1,RH,RH,JO1,RCJ,JH1,JM4,RCJ,RH,RH,RCJ,JS,JO2,RH,RH,JH2,JG1,JF,RCJ,RCJ,RPJ,RPJ,RH,RH,JM4,JG1,RCJ,RPJ,RPJ,RH,RH,JH2,RPJ,RCJ,RH,RH,JS,JM3,RTT,JF,JM1,JO1,RCJ,RH,RH,JS,JO2,RCJ,JH2,JCD,RH,RH,RCJ,JM1,RPJ,RH,RH,JM4,JG2,JF,RCJ,RCJ,JH1,JM2,RH,RH,JO2,RCJ,JM3,JG1,JF,RH,RH,JCD,JG2,RCJ,RH,RH,JH1,JM1,JF,RTT,RCJ,JM1,JO2,RH,RH,JG2,JM3,RCJ,JM4,JG1,RH,RH,RCJ,JM4,JH2,RH,RH,JM1,JS,RCJ,RCJ,JM2,JO2,JF,RH,RH,JO1,RCJ,RCJ,RPJ,RPJ,RH,RH,JM1,JM2,RCJ,RH,RH,JG1,JM4,RCJ,RCJ,JS,JM3,RTT,RH,RH,JM2,JCD,JG2,RCJ,JH2,RH,RH,RCJ,JH2,JM4,RH,RH,JO1,JH1,RTT,RCJ,RCJ,RPJ,JM3,RH,RH,JH1,RPJ,RCJ,JG2,JM4,RH,RH,JF,RPJ,JCD,RH,RH,JM2,JO1
RPJ,RPJ,RCJ,RPJ,RPJ,RH,RH,JM3,JO1,RCJ,RH,RH,JG2,JH2,RCJ,RCJ,JO1,JG1,RTT,RH,RH,RCJ,JH1,RPJ,RCJ,JM1,RH,RH,JG1,JM4,RCJ,RH,RH,JO2,JM2,RCJ,RCJ,RCJ,RPJ,JS,RH,RH,RPJ,RCJ,RPJ,JCD,JG2,RH,RH,RTT,JM2,JG1,RH,RH,JM3,JO2,RCJ,RCJ,RCJ,JM2,JH1,RH,RH,JO1,RCJ,JH1,JM4,RCJ,RH,RH,RCJ,JS,JO2,RH,RH,JH2,JG1,JF,RCJ,RCJ,RPJ,RPJ,RH,RH,JM4,JG1,RCJ,RPJ,RPJ,RH,RH,JH2,RPJ,RCJ,RH,RH,JS,JM3,RTT,JF,JM1,JO1,RCJ,RH,RH,JS,JO2,RCJ,JH2,JCD,RH,RH,RCJ,JM1,RPJ,RH,RH,JM4,JG2,JF,RCJ,RCJ,JH1,JM2,RH,RH,JO2,RCJ,JM3,JG1,JF,RH,RH,JCD,JG2,RCJ,RH,RH,JH1,JM1,JF,RTT,RCJ,JM1,JO2,RH,RH,JG2,JM3,RCJ,JM4,JG1,RH,RH,RCJ,JM4,JH2,RH,RH,JM1,JS,RCJ,RCJ,JM2,JO2,JF,RH,RH,JO1,RCJ,RCJ,RPJ,RPJ,RH,RH,JM1,JM2,RCJ,RH,RH,JG1,JM4,RCJ,RCJ,JS,JM3,RTT,RH,RH,JM2,JCD,JG2,RCJ,JH2,RH,RH,RCJ,JH2,JM4,RH,RH,JO1,JH1,RTT,RCJ,RCJ,RPJ,JM3,RH,RH,JH1,RPJ,RCJ,JG2,JM4,RH,RH,JF,RPJ,JCD,RH,RH,JM2,JO1,RCJ,RCJ,RCJ,JS,JO1,RH,RH
JM3,JO1,RCJ,RH,RH,JG2,JH2,RCJ,RCJ,JO1,JG1,RTT,RH,RH,RCJ,JH1,JH2,RCJ,JM1,RH,RH,JG1,JO2,RCJ,RH,RH,JO2,JM2,RCJ,RCJ,RCJ,RPJ,JS,RH,RH,RPJ,RCJ,RPJ,JCD,JG2,RH,RH,RTT,JG2,JG1,RH,RH,JM3,JO2,RCJ,RCJ,RCJ,JM2,JH1,RH,RH,JO1,RCJ,JH1,JM4,RCJ,RH,RH,RCJ,JS,JO2,RH,RH,JH2,JG1,JF,RCJ,RCJ,RPJ,RPJ,RH,RH,JM4,JG1,RCJ,RPJ,RPJ,RH,RH,JH2,RPJ,RCJ,RH,RH,JS,JM3,RTT,JF,JM1,JO1,RCJ,RH,RH,JS,JO2,RCJ,JH2,JCD,RH,RH,RCJ,JM1,RPJ,RH,RH,JM4,JG2,JF,RCJ,RCJ,JH1,JM2,RH,RH,JO2,RCJ,JM3,JG1,JF,RH,RH,JCD,JG2,RCJ,RH,RH,JH1,JM1,JF,RTT,RCJ,JM1,JO2,RH,RH,JG2,JM3,RCJ,JM4,JG1,RH,RH,RCJ,JM4,JH2,RH,RH,JM1,JS,RCJ,RCJ,JM2,JO2,JF,RH,RH,RPJ,RCJ,RCJ,RPJ,RPJ,RH,RH,JM1,JM2,RCJ,RH,RH,JG1,JM4,RCJ,RCJ,JS,JM3,RTT,RH,RH,JM2,JCD,JG2,RCJ,JH2,RH,RH,RCJ,RPJ,JM4,RH,RH,JO1,JH1,RTT,RCJ,RCJ,RPJ,JM3,RH,RH,JH1,JS,RCJ,JG2,JM4,RH,RH,JF,RPJ,JCD,RH,RH,JM2,JO1,RCJ,RCJ,RCJ,JS,JO1,RH,RH,RPJ,RPJ,RCJ,RPJ,RPJ,RH,RH
RCJ,RCJ,JO1,JG1,RTT,RH,RH,RCJ,JH1,JH2,RCJ,JM1,RH,RH,JG1,JG2,RCJ,RH,RH,JO2,JM2,RCJ,RCJ,RCJ,RPJ,JS,RH,RH,RPJ,RCJ,RPJ,JCD,JG2,RH,RH,RTT,JG2,JG1,RH,RH,JM3,JO2,RCJ,RCJ,RCJ,JM2,JH1,RH,RH,JO1,RCJ,JH1,JM4,RCJ,RH,RH,RCJ,JS,JO2,RH,RH,JH2,JG1,JF,RCJ,RCJ,RPJ,RPJ,RH,RH,JM4,JG1,RCJ,RPJ,RPJ,RH,RH,JH2,RPJ,RCJ,RH,RH,JS,JM3,RTT,JF,JM1,JO1,RCJ,RH,RH,JS,JO2,RCJ,JH2,JCD,RH,RH,RCJ,JM1,RPJ,RH,RH,JM4,JG2,JF,RCJ,RCJ,JH1,JM2,RH,RH,JO2,RCJ,JM3,RPJ,JF,RH,RH,JCD,JG2,RCJ,RH,RH,JH1,JM1,JF,RTT,RCJ,JM1,JO2,RH,RH,JG2,JM3,RCJ,JM4,JG1,RH,RH,RCJ,JM4,JH2,RH,RH,JM1,JS,RCJ,RCJ,JM2,JO2,JF,RH,RH,RPJ,RCJ,RCJ,RPJ,RPJ,RH,RH,JM1,JM2,RCJ,RH,RH,JG1,JM4,RCJ,RCJ,JS,JM3,RTT,RH,RH,JM2,JCD,JG2,RCJ,JH2,RH,RH,RCJ,RPJ,JM4,RH,RH,JO1,JH1,RTT,RCJ,RCJ,RPJ,JM3,RH,RH,JH1,JS,RCJ,JG2,JM4,RH,RH,JF,RPJ,JCD,RH,RH,JM2,JO1,RCJ,RCJ,RCJ,JS,JO1,RH,RH,JM1,RPJ,RCJ,RPJ,RPJ,RH,RH,JM3,JO1,RCJ,RH,RH,JG2,JH2
RCJ,JH1,RPJ,RCJ,JM1,RH,RH,JG1,RPJ,RCJ,RH,RH,JO2,JM2,RCJ,RCJ,RCJ,RPJ,JS,RH,RH,RPJ,RCJ,RPJ,JCD,JG2,RH,RH,RTT,JG2,JG1,RH,RH,JM3,JO2,RCJ,RCJ,RCJ,JM2,JH1,RH,RH,JO1,RCJ,JH1,JM4,RCJ,RH,RH,RCJ,JS,JO2,RH,RH,JH2,JG1,JF,RCJ,RCJ,RPJ,RPJ,RH,RH,JM4,JG1,RCJ,RPJ,RPJ,RH,RH,JH2,JM4,RCJ,RH,RH,JS,JM3,RTT,JF,JM1,JO1,RCJ,RH,RH,JS,JO2,RCJ,JH2,JCD,RH,RH,RCJ,JM1,RPJ,RH,RH,JM4,JG2,JF,RCJ,RCJ,JH1,JM2,RH,RH,JO2,RCJ,JM3,RPJ,JF,RH,RH,JCD,JG2,RCJ,RH,RH,JH1,JM1,JF,RTT,RCJ,JM1,JO2,RH,RH,JG2,JM3,RCJ,JM4,JG1,RH,RH,RCJ,JM4,JH2,RH,RH,JM1,JS,RCJ,RCJ,JM2,JO2,JF,RH,RH,RPJ,RCJ,RCJ,RPJ,RPJ,RH,RH,JM1,JM2,RCJ,RH,RH,JG1,JM4,RCJ,RCJ,JS,JM3,RTT,RH,RH,JM2,JCD,JG2,RCJ,JH2,RH,RH,RCJ,RPJ,JM4,RH,RH,JO1,JH1,RTT,RCJ,RCJ,JCD,JM3,RH,RH,JH1,JS,RCJ,JG2,JM4,RH,RH,JF,RPJ,JCD,RH,RH,JM2,JO1,RCJ,RCJ,RCJ,JS,JO1,RH,RH,JM1,RPJ,RCJ,RPJ,RPJ,RH,RH,JM3,JO1,RCJ,RH,RH,JG2,JH2,RCJ,RCJ,JO1,JG1,RTT,RH,RH
JG1,RPJ,RCJ,RH,RH,JO2,JM2,RCJ,RCJ,RCJ,RPJ,JS,RH,RH,JH2,RCJ,RPJ,JCD,JG2,RH,RH,RTT,JG2,JH2,RH,RH,JM3,JO2,RCJ,RCJ,RCJ,JM2,JH1,RH,RH,JO2,RCJ,JH1,JM4,RCJ,RH,RH,RCJ,JS,JO2,RH,RH,JH2,JG1,JF,RCJ,RCJ,RPJ,RPJ,RH,RH,JM4,JG1,RCJ,RPJ,RPJ,RH,RH,JH2,JM4,RCJ,RH,RH,JS,JM3,RTT,JF,JM1,JO1,RCJ,RH,RH,JS,JO2,RCJ,JH2,JCD,RH,RH,RCJ,JM1,RPJ,RH,RH,JM4,JG2,JF,RCJ,RCJ,JH1,JM2,RH,RH,JO2,RCJ,JM3,RPJ,JF,RH,RH,JCD,JG2,RCJ,RH,RH,JH1,JM1,JF,RTT,RCJ,JM1,JO2,RH,RH,JG2,JM3,RCJ,JM4,JG1,RH,RH,RCJ,JM4,JH2,RH,RH,JM1,JS,RCJ,RCJ,JM2,JO2,JF,RH,RH,RPJ,RCJ,RCJ,RPJ,RPJ,RH,RH,JM1,JM2,RCJ,RH,RH,JG1,JM4,RCJ,RCJ,JS,JM3,RTT,RH,RH,JM2,JCD,JG2,RCJ,JH2,RH,RH,RCJ,RPJ,JM4,RH,RH,JO1,JH1,RTT,RCJ,RCJ,RPJ,JM3,RH,RH,JH1,JS,RCJ,RPJ,JM4,RH,RH,JF,JH2,JCD,RH,RH,JM2,JO1,RCJ,RCJ,RCJ,JS,JO1,RH,RH,JM1,RPJ,RCJ,RPJ,RPJ,RH,RH,JM3,JO1,RCJ,RH,RH,JG2,JH2,RCJ,RCJ,JO1,JG1,RTT,RH,RH,RCJ,JH1,RPJ,RCJ,JM1,RH,RH
RCJ,RCJ,RCJ,RPJ,JS,RH,RH,RPJ,RCJ,RPJ,JCD,JG2,RH,RH,RTT,RPJ,RPJ,RH,RH,JM3,JO2,RCJ,RCJ,RCJ,JM2,JH1,RH,RH,JO2,RCJ,JH1,JM4,RCJ,RH,RH,RCJ,JS,JO2,RH,RH,JH2,JG1,JF,RCJ,RCJ,RPJ,RPJ,RH,RH,JM4,JG1,RCJ,JH2,RPJ,RH,RH,JH2,JM4,RCJ,RH,RH,JS,JM3,RTT,JF,JM1,JO1,RCJ,RH,RH,JS,JO2,RCJ,JH2,JCD,RH,RH,RCJ,JM1,RPJ,RH,RH,JM4,JG2,JF,RCJ,RCJ,JH1,JM2,RH,RH,JO2,RCJ,JM3,RPJ,JF,RH,RH,JCD,JG2,RCJ,RH,RH,JH1,JM1,JF,RTT,RCJ,JM1,JO2,RH,RH,JG2,JM3,RCJ,JM4,JG1,RH,RH,RCJ,JM4,JH2,RH,RH,JM1,JS,RCJ,RCJ,JM2,JO2,JF,RH,RH,RPJ,RCJ,RCJ,RPJ,RPJ,RH,RH,JM1,JM2,RCJ,RH,RH,JG1,JM4,RCJ,RCJ,JS,JM3,RTT,RH,RH,JM2,JCD,JG2,RCJ,JH2,RH,RH,RCJ,RPJ,JM4,RH,RH,JO1,JH1,RTT,RCJ,RCJ,RPJ,JM3,RH,RH,JH1,JS,RCJ,JG2,JM4,RH,RH,JF,JH2,JCD,RH,RH,JM2,JO1,RCJ,RCJ,RCJ,JS,JO1,RH,RH,JM1,RPJ,RCJ,RPJ,JG2,RH,RH,JM3,JO1,RCJ,RH,RH,JG2,JH2,RCJ,RCJ,JO1,JG1,RTT,RH,RH,RCJ,JH1,RPJ,RCJ,JM1,RH,RH,JG1,RPJ,RCJ,RH,RH,JO2,JM2
RPJ,RCJ,RPJ,JCD,JG2,RH,RH,RTT,JG2,RPJ,RH,RH,JM3,JO2,RCJ,RCJ,RCJ,JM2,JH1,RH,RH,JO2,RCJ,JH1,JM4,RCJ,RH,RH,RCJ,JS,JO2,RH,RH,JH2,JG1,JF,RCJ,RCJ,RPJ,RPJ,RH,RH,JM4,JG1,RCJ,JH2,RPJ,RH,RH,JH2,RPJ,RCJ,RH,RH,JS,JM3,RTT,JF,JM1,JO1,RCJ,RH,RH,JS,JO2,RCJ,JH2,JCD,RH,RH,RCJ,JM1,RPJ,RH,RH,JM4,JG2,JF,RCJ,RCJ,JH1,JM2,RH,RH,JO2,RCJ,JM3,RPJ,JF,RH,RH,JCD,JG2,RCJ,RH,RH,JH1,JM1,JF,RTT,RCJ,JM1,JO2,RH,RH,JG2,JM3,RCJ,JM4,JG1,RH,RH,RCJ,JM4,JH2,RH,RH,JM1,JS,RCJ,RCJ,JM2,JO2,JF,RH,RH,RPJ,RCJ,RCJ,RPJ,RPJ,RH,RH,JM1,JM2,RCJ,RH,RH,JG1,JM4,RCJ,RCJ,JS,JM3,RTT,RH,RH,JM2,JCD,JG2,RCJ,JH2,RH,RH,RCJ,JO1,JM4,RH,RH,JO1,JH1,RTT,RCJ,RCJ,RPJ,JM3,RH,RH,JH1,RPJ,RCJ,JG2,JM4,RH,RH,JF,JH2,JCD,RH,RH,JM2,JO1,RCJ,RCJ,RCJ,JS,JO1,RH,RH,JM1,RPJ,RCJ,RPJ,JG2,RH,RH,JM3,JO1,RCJ,RH,RH,JG2,JH2,RCJ,RCJ,JO1,JG1,RTT,RH,RH,RCJ,JH1,RPJ,RCJ,JM1,RH,RH,JG1,RPJ,RCJ,RH,RH,JO2,JM2,RCJ,RCJ,RCJ,RPJ,JS,RH,RH
RTT,RPJ,JG1,RH,RH,JM3,JO2,RCJ,RCJ,RCJ,JM2,JH1,RH,RH,JO2,RCJ,JH1,RPJ,RCJ,RH,RH,RCJ,JS,JO2,RH,RH,JH2,JG1,JF,RCJ,RCJ,JH2,RPJ,RH,RH,JM4,JG1,RCJ,JH2,RPJ,RH,RH,JH2,RPJ,RCJ,RH,RH,JS,JM3,RTT,JF,JM1,JO1,RCJ,RH,RH,JS,JO2,RCJ,JH2,JCD,RH,RH,RCJ,JM1,RPJ,RH,RH,JM4,JG2,JF,RCJ,RCJ,JH1,JM2,RH,RH,JO2,RCJ,JM3,RPJ,JF,RH,RH,JCD,JG2,RCJ,RH,RH,JH1,JM1,JF,RTT,RCJ,JM1,JO2,RH,RH,JG2,JM3,RCJ,JM4,JG1,RH,RH,RCJ,JM4,JH2,RH,RH,JM1,JS,RCJ,RCJ,JM2,JO2,JF,RH,RH,RPJ,RCJ,RCJ,RPJ,RPJ,RH,RH,JM1,JM2,RCJ,RH,RH,JG1,JM4,RCJ,RCJ,JS,JM3,RTT,RH,RH,JM2,JCD,JG2,RCJ,JH2,RH,RH,RCJ,RPJ,JM4,RH,RH,JO1,JH1,RTT,RCJ,RCJ,RPJ,JM3,RH,RH,JH1,JO1,RCJ,JG2,JM4,RH,RH,JF,JH2,JCD,RH,RH,JM2,JO1,RCJ,RCJ,RCJ,JS,JO1,RH,RH,RPJ,RPJ,RCJ,RPJ,JG2,RH,RH,JM3,JO1,RCJ,RH,RH,JG2,JH2,RCJ,RCJ,JO1,JG1,RTT,RH,RH,RCJ,JH1,RPJ,RCJ,JM1,RH,RH,JG1,JS,RCJ,RH,RH,JO2,JM2,RCJ,RCJ,RCJ,RPJ,JS,RH,RH,RPJ,RCJ,RPJ,JCD,JG2,RH,RH
RCJ,RCJ,RCJ,JM2,JH1,RH,RH,JO2,TPH,JH1,RPJ,RCJ,RH,RH,TPH,JS,JO2,RH,RH,JH2,JG1,JF,RCJ,RCJ,RPJ,RPJ,RH,RH,JM4,JG1,RCJ,TPH,RPJ,RH,RH,JH2,RPJ,RCJ,RH,RH,JS,JM3,RTT,JF,JM1,JO1,RCJ,RH,RH,JS,JO2,RCJ,TPH,JCD,RH,RH,RCJ,JM1,RPJ,RH,RH,JM4,JG2,JF,RCJ,TPH,JH1,JM2,RH,RH,JO2,RCJ,JM3,RPJ,JF,RH,RH,JCD,JG2,RCJ,RH,RH,JH1,JM1,JF,RTT,TPH,JM1,JO2,RH,RH,JG2,JM3,RCJ,JM4,JG1,RH,RH,TPH,JM4,JH2,RH,RH,JM1,JS,RCJ,RCJ,JM2,JO2,JF,RH,RH,RPJ,RCJ,RCJ,RPJ,RPJ,RH,RH,JM1,JM2,TPH,RH,RH,JG1,JM4,RCJ,RCJ,JS,JM3,RTT,RH,RH,JM2,JCD,JG2,RCJ,TPH,RH,RH,RCJ,RPJ,JM4,RH,RH,JO1,JH1,RTT,RCJ,RCJ,TPH,JM3,RH,RH,JH1,RPJ,RCJ,TPH,JM4,RH,RH,JF,JH2,JCD,RH,RH,JM2,JO1,RCJ,RCJ,RCJ,JS,JO1,RH,RH,RPJ,RPJ,RCJ,TPH,JG2,RH,RH,JM3,JO1,RCJ,RH,RH,JG2,JH2,RCJ,RCJ,JO1,JG1,RTT,RH,RH,RCJ,JH1,RPJ,RCJ,JM1,RH,RH,JG1,TPH,RCJ,RH,RH,JO2,JM2,RCJ,RCJ,RCJ,TPH,JS,RH,RH,RPJ,TPH,RCJ,JCD,JG2,RH,RH,TPH,TPH,JG1,RH,RH,JM3,JO2
JO2,TPH,JH1,RPJ,RCJ,RH,RH,TPH,JS,JO2,RH,RH,JH2,JG1,JF,RCJ,RCJ,RPJ,RPJ,RH,RH,JM4,JG1,RCJ,TPH,RPJ,RH,RH,JH2,RPJ,RCJ,RH,RH,JS,JM3,RTT,JF,JM1,JO1,RCJ,RH,RH,JS,JO2,RCJ,TPH,JCD,RH,RH,RCJ,JM1,RPJ,RH,RH,JM4,JG2,JF,RCJ,TPH,JH1,JM2,RH,RH,JO2,RCJ,JM3,RPJ,JF,RH,RH,JCD,JG2,RCJ,RH,RH,JH1,JM1,JF,RTT,TPH,JM1,JO2,RH,RH,JG2,JM3,RCJ,JM4,JG1,RH,RH,TPH,JM4,JH2,RH,RH,JM1,JS,RCJ,RCJ,JM2,JO2,JF,RH,RH,RPJ,RCJ,RCJ,RPJ,RPJ,RH,RH,JM1,JM2,TPH,RH,RH,JG1,JM4,RCJ,RCJ,JS,JM3,RTT,RH,RH,JM2,JCD,JG2,RCJ,TPH,RH,RH,RCJ,RPJ,JM4,RH,RH,JO1,JH1,RTT,RCJ,RCJ,TPH,JM3,RH,RH,JH1,RPJ,RCJ,TPH,JM4,RH,RH,JF,JH2,JCD,RH,RH,JM2,JO1,RCJ,RCJ,RCJ,JS,JO1,RH,RH,RPJ,RPJ,RCJ,TPH,JG2,RH,RH,JM3,JO1,RCJ,RH,RH,JG2,JH2,RCJ,RCJ,JO1,JG1,RTT,RH,RH,RCJ,JH1,RPJ,RCJ,JM1,RH,RH,JG1,TPH,RCJ,RH,RH,JO2,JM2,RCJ,RCJ,RCJ,TPH,JS,RH,RH,RPJ,TPH,RCJ,JCD,JG2,RH,RH,TPH,TPH,JG1,RH,RH,JM3,JO2,RCJ,RCJ,RCJ,JM2,JH1,RH,RH
TPH,JS,JO2,RH,RH,JH2,JG1,JF,RCJ,RCJ,RPJ,RPJ,RH,RH,JM4,JG1,RCJ,TPH,RPJ,RH,RH,JH2,RPJ,RCJ,RH,RH,JS,JM3,RTT,JF,JM1,JO1,RCJ,RH,RH,JS,JO2,RCJ,TPH,JCD,RH,RH,RCJ,JM1,RPJ,RH,RH,JM4,JG2,JF,RCJ,TPH,JH1,JM2,RH,RH,JO2,RCJ,JM3,RPJ,JF,RH,RH,JCD,JG2,RCJ,RH,RH,JH1,JM1,JF,RTT,TPH,JM1,JO2,RH,RH,JG2,JM3,RCJ,JM4,JG1,RH,RH,TPH,JM4,JH2,RH,RH,JM1,JS,RCJ,RCJ,JM2,JO2,JF,RH,RH,RPJ,RCJ,RCJ,RPJ,RPJ,RH,RH,JM1,JM2,TPH,RH,RH,JG1,JM4,RCJ,RCJ,JS,JM3,RTT,RH,RH,JM2,JCD,JG2,RCJ,TPH,RH,RH,RCJ,RPJ,JM4,RH,RH,JO1,JH1,RTT,RCJ,RCJ,TPH,JM3,RH,RH,JH1,RPJ,RCJ,TPH,JM4,RH,RH,JF,JH2,JCD,RH,RH,JM2,JO1,RCJ,RCJ,RCJ,JS,JO1,RH,RH,RPJ,RPJ,RCJ,TPH,JG2,RH,RH,JM3,JO1,RCJ,RH,RH,JG2,JH2,RCJ,RCJ,JO1,JG1,RTT,RH,RH,RCJ,JH1,RPJ,RCJ,JM1,RH,RH,JG1,TPH,RCJ,RH,RH,JO2,JM2,RCJ,RCJ,RCJ,TPH,JS,RH,RH,RPJ,TPH,RCJ,JCD,JG2,RH,RH,TPH,TPH,JG1,RH,RH,JM3,JO2,RCJ,RCJ,RCJ,JM2,JH1,RH,RH,JO1,TPH,JH1,RPJ,RCJ,RH,RH
